order_no,Product,Quantity
6853,Elephant,5
6854,Tux,4
6855,Bird,5
6856,Elephant,1
6857,Elephant,3
6858,Bird,5
6859,Elephant,4
6860,Tux,3
6861,Whale,2
6862,Elephant,1
6863,Tux,4
6864,Elephant,3
6865,Elephant,1
6866,Whale,3
6867,Tux,5
6868,Whale,2
6869,Bird,4
6870,Bird,5
6871,Elephant,2
6872,Whale,1
6873,Tux,3
6874,Tux,2
6875,Elephant,5
6876,Bird,2
6877,Bird,5
6878,Whale,2
6879,Tux,3
6880,Bird,3
6881,Whale,5
6882,Elephant,4
6883,Elephant,4
6884,Whale,2
6885,Bird,3
6886,Bird,4
6887,Tux,2
6888,Bird,1
6889,Whale,3
6890,Elephant,2
6891,Bird,1
6892,Tux,3
6893,Elephant,1
6894,Whale,2
6895,Whale,3
6896,Elephant,4
6897,Elephant,4
6898,Elephant,3
6899,Bird,5
6900,Whale,5
6901,Tux,5
6902,Tux,1
6903,Tux,5
6904,Elephant,3
6905,Bird,1
6906,Elephant,1
6907,Tux,2
6908,Elephant,1
6909,Tux,3
6910,Whale,4
6911,Elephant,3
6912,Whale,3
6913,Elephant,5
6914,Whale,5
6915,Whale,4
6916,Bird,3
6917,Elephant,4
6918,Elephant,2
6919,Tux,5
6920,Bird,3
6921,Tux,2
6922,Elephant,2
6923,Tux,4
6924,Tux,3
6925,Whale,3
6926,Whale,4
6927,Elephant,5
6928,Whale,3
6929,Whale,2
6930,Bird,1
6931,Bird,1
6932,Whale,2
6933,Elephant,2
6934,Bird,4
6935,Whale,3
6936,Tux,5
6937,Tux,1
6938,Bird,4
6939,Elephant,4
6940,Tux,1
6941,Elephant,3
6942,Whale,1
6943,Whale,2
6944,Bird,1
6945,Tux,3
6946,Bird,3
6947,Bird,5
6948,Bird,2
6949,Bird,4
6950,Elephant,3
6951,Whale,1
6952,Bird,4
6953,Bird,5
6954,Whale,1
6955,Whale,5
6956,Bird,4
6957,Bird,2
6958,Whale,1
6959,Bird,2
6960,Tux,5
6961,Whale,1
6962,Tux,3
6963,Elephant,3
6964,Bird,4
6965,Whale,2
6966,Elephant,2
6967,Elephant,3
6968,Elephant,4
6969,Elephant,4
6970,Tux,2
6971,Tux,5
6972,Elephant,2
6973,Whale,4
6974,Tux,3
6975,Whale,4
6976,Whale,3
6977,Elephant,2
6978,Elephant,1
6979,Tux,2
6980,Tux,4
6981,Whale,5
6982,Bird,3
6983,Bird,1
6984,Bird,3
6985,Bird,2
6986,Whale,4
6987,Bird,4
6988,Bird,1
6989,Whale,2
6990,Elephant,5
6991,Tux,5
6992,Whale,1
6993,Tux,2
6994,Elephant,3
6995,Bird,1
6996,Tux,3
6997,Bird,3
6998,Whale,4
6999,Whale,2
7000,Elephant,3
7001,Whale,4
7002,Elephant,5
7003,Elephant,3
7004,Whale,2
7005,Whale,4
7006,Whale,1
7007,Tux,5
7008,Tux,5
7009,Tux,3
7010,Elephant,2
7011,Elephant,4
7012,Whale,1
7013,Tux,2
7014,Whale,5
7015,Tux,1
7016,Elephant,1
7017,Whale,3
7018,Whale,3
7019,Bird,5
7020,Whale,2
7021,Tux,2
7022,Tux,4
7023,Whale,4
7024,Elephant,5
7025,Elephant,4
7026,Elephant,1
7027,Elephant,4
7028,Tux,2
7029,Bird,3
7030,Elephant,4
7031,Bird,4
7032,Bird,1
7033,Tux,5
7034,Tux,4
7035,Bird,3
7036,Whale,5
7037,Bird,4
7038,Whale,2
7039,Tux,3
7040,Bird,4
7041,Elephant,3
7042,Tux,1
7043,Whale,4
7044,Tux,5
7045,Whale,1
7046,Elephant,5
7047,Whale,4
7048,Elephant,1
7049,Bird,5
7050,Whale,2
7051,Elephant,5
7052,Tux,2
7053,Tux,2
7054,Whale,4
7055,Bird,3
7056,Elephant,2
7057,Bird,1
7058,Bird,1
7059,Tux,1
7060,Bird,4
7061,Tux,4
7062,Tux,4
7063,Tux,4
7064,Whale,1
7065,Tux,2
7066,Elephant,4
7067,Tux,5
7068,Elephant,3
7069,Elephant,1
7070,Whale,5
7071,Whale,5
7072,Elephant,2
7073,Tux,2
7074,Whale,4
7075,Tux,5
7076,Elephant,4
7077,Bird,2
7078,Tux,1
7079,Whale,1
7080,Whale,5
7081,Bird,3
7082,Whale,5
7083,Bird,4
7084,Elephant,1
7085,Bird,1
7086,Bird,3
7087,Bird,5
7088,Tux,1
7089,Whale,1
7090,Tux,5
7091,Tux,5
7092,Tux,1
7093,Elephant,1
7094,Whale,2
7095,Tux,5
7096,Elephant,5
7097,Bird,4
7098,Bird,2
7099,Elephant,2
7100,Elephant,1
7101,Whale,1
7102,Whale,1
7103,Bird,5
7104,Elephant,5
7105,Whale,2
7106,Whale,1
7107,Elephant,5
7108,Whale,3
7109,Whale,3
7110,Elephant,2
7111,Bird,4
7112,Whale,2
7113,Whale,3
7114,Whale,5
7115,Whale,3
7116,Tux,5
7117,Tux,2
7118,Elephant,3
7119,Whale,1
7120,Tux,2
7121,Bird,4
7122,Tux,4
7123,Bird,1
7124,Bird,1
7125,Elephant,1
7126,Bird,3
7127,Tux,4
7128,Whale,4
7129,Whale,5
7130,Whale,1
7131,Whale,1
7132,Elephant,5
7133,Whale,2
7134,Elephant,4
7135,Elephant,3
7136,Elephant,4
7137,Tux,5
7138,Tux,2
7139,Bird,2
7140,Elephant,4
7141,Bird,3
7142,Whale,1
7143,Tux,1
7144,Whale,1
7145,Elephant,4
7146,Whale,3
7147,Tux,1
7148,Bird,5
7149,Tux,3
7150,Whale,2
7151,Tux,4
7152,Whale,5
7153,Elephant,2
7154,Whale,3
7155,Tux,1
7156,Elephant,2
7157,Elephant,5
7158,Elephant,2
7159,Whale,5
7160,Tux,1
7161,Tux,2
7162,Bird,2
7163,Tux,3
7164,Elephant,2
7165,Elephant,5
7166,Tux,4
7167,Whale,3
7168,Whale,1
7169,Elephant,3
7170,Elephant,5
7171,Tux,5
7172,Whale,3
7173,Bird,2
7174,Bird,3
7175,Bird,1
7176,Elephant,3
7177,Whale,1
7178,Bird,1
7179,Bird,4
7180,Bird,2
7181,Whale,2
7182,Elephant,5
7183,Tux,2
7184,Elephant,4
7185,Bird,3
7186,Elephant,2
7187,Whale,2
7188,Whale,3
7189,Whale,5
7190,Elephant,4
7191,Whale,5
7192,Whale,5
7193,Elephant,5
7194,Tux,3
7195,Whale,5
7196,Tux,4
7197,Whale,3
7198,Tux,3
7199,Whale,5
7200,Bird,5
7201,Tux,3
7202,Tux,4
7203,Tux,3
7204,Elephant,2
7205,Bird,2
7206,Bird,1
7207,Elephant,2
7208,Bird,3
7209,Tux,4
7210,Tux,3
7211,Tux,3
7212,Tux,5
7213,Whale,1
7214,Elephant,3
7215,Bird,4
7216,Whale,5
7217,Elephant,5
7218,Elephant,1
7219,Whale,1
7220,Elephant,1
7221,Whale,1
7222,Elephant,5
7223,Bird,1
7224,Tux,3
7225,Elephant,3
7226,Bird,2
7227,Whale,4
7228,Whale,2
7229,Elephant,1
7230,Bird,4
7231,Bird,4
7232,Bird,3
7233,Elephant,3
7234,Whale,2
7235,Whale,1
7236,Whale,2
7237,Whale,2
7238,Elephant,3
7239,Bird,5
7240,Whale,2
7241,Whale,2
7242,Whale,4
7243,Tux,4
7244,Tux,4
7245,Elephant,5
7246,Tux,3
7247,Whale,2
7248,Tux,3
7249,Elephant,1
7250,Bird,5
7251,Tux,5
7252,Bird,4
7253,Whale,2
7254,Tux,3
7255,Tux,4
7256,Elephant,2
7257,Whale,2
7258,Whale,3
7259,Bird,2
7260,Whale,3
7261,Tux,2
7262,Elephant,5
7263,Elephant,4
7264,Elephant,2
7265,Whale,2
7266,Tux,2
7267,Elephant,1
7268,Tux,3
7269,Tux,5
7270,Elephant,3
7271,Tux,3
7272,Bird,4
7273,Tux,4
7274,Elephant,5
7275,Tux,5
7276,Elephant,3
7277,Bird,5
7278,Bird,3
7279,Elephant,3
7280,Bird,3
7281,Elephant,3
7282,Whale,1
7283,Whale,2
7284,Bird,4
7285,Bird,3
7286,Whale,4
7287,Tux,4
7288,Tux,2
7289,Tux,2
7290,Tux,5
7291,Elephant,5
7292,Tux,5
7293,Whale,1
7294,Tux,4
7295,Bird,4
7296,Elephant,3
7297,Tux,2
7298,Bird,5
7299,Whale,5
7300,Bird,4
7301,Tux,5
7302,Bird,4
7303,Elephant,2
7304,Tux,4
7305,Elephant,4
7306,Bird,4
7307,Whale,5
7308,Bird,1
7309,Elephant,4
7310,Whale,5
7311,Bird,5
7312,Elephant,2
7313,Whale,5
7314,Bird,4
7315,Elephant,5
7316,Elephant,2
7317,Tux,4
7318,Elephant,1
7319,Elephant,5
7320,Tux,2
7321,Whale,1
7322,Elephant,4
7323,Bird,5
7324,Bird,1
7325,Bird,1
7326,Tux,5
7327,Elephant,3
7328,Tux,5
7329,Elephant,5
7330,Bird,1
7331,Whale,4
7332,Tux,5
7333,Elephant,5
7334,Bird,5
7335,Bird,1
7336,Elephant,2
7337,Elephant,4
7338,Tux,4
7339,Whale,3
7340,Elephant,4
7341,Tux,2
7342,Whale,4
7343,Bird,4
7344,Bird,3
7345,Elephant,3
7346,Bird,3
7347,Whale,1
7348,Whale,2
7349,Elephant,4
7350,Tux,1
7351,Bird,2
7352,Elephant,3
7353,Tux,3
7354,Tux,4
7355,Whale,5
7356,Whale,3
7357,Bird,3
7358,Whale,3
7359,Tux,2
7360,Bird,2
7361,Bird,4
7362,Elephant,3
7363,Tux,4
7364,Tux,2
7365,Elephant,1
7366,Whale,4
7367,Tux,4
7368,Whale,3
7369,Bird,4
7370,Tux,1
7371,Whale,1
7372,Elephant,2
7373,Tux,4
7374,Elephant,3
7375,Whale,3
7376,Elephant,3
7377,Whale,3
7378,Whale,5
7379,Bird,2
7380,Bird,3
7381,Whale,4
7382,Whale,4
7383,Whale,3
7384,Elephant,2
7385,Tux,2
7386,Bird,2
7387,Elephant,5
7388,Tux,4
7389,Tux,5
7390,Bird,2
7391,Elephant,1
7392,Whale,2
7393,Bird,4
7394,Elephant,4
7395,Elephant,2
7396,Elephant,1
7397,Whale,5
7398,Bird,3
7399,Tux,1
7400,Bird,5
7401,Tux,4
7402,Elephant,2
7403,Elephant,3
7404,Whale,3
7405,Elephant,2
7406,Elephant,1
7407,Whale,2
7408,Bird,3
7409,Bird,3
7410,Tux,2
7411,Elephant,3
7412,Elephant,5
7413,Tux,2
7414,Tux,3
7415,Whale,2
7416,Tux,1
7417,Bird,1
7418,Bird,2
7419,Bird,1
7420,Tux,5
7421,Tux,1
7422,Bird,3
7423,Elephant,4
7424,Tux,2
7425,Elephant,5
7426,Whale,4
7427,Whale,3
7428,Tux,5
7429,Bird,2
7430,Whale,3
7431,Whale,1
7432,Tux,3
7433,Whale,3
7434,Elephant,1
7435,Elephant,3
7436,Bird,5
7437,Whale,5
7438,Elephant,5
7439,Bird,1
7440,Whale,3
7441,Bird,5
7442,Elephant,2
7443,Bird,5
7444,Elephant,2
7445,Whale,1
7446,Elephant,2
7447,Tux,3
7448,Elephant,4
7449,Whale,4
7450,Bird,4
7451,Elephant,2
7452,Bird,3
7453,Whale,3
7454,Elephant,4
7455,Tux,5
7456,Tux,2
7457,Bird,4
7458,Bird,2
7459,Bird,2
7460,Tux,4
7461,Bird,5
7462,Elephant,3
7463,Bird,5
7464,Whale,4
7465,Tux,3
7466,Whale,4
7467,Whale,4
7468,Bird,3
7469,Elephant,2
7470,Elephant,4
7471,Whale,5
7472,Tux,2
7473,Elephant,5
7474,Whale,4
7475,Tux,3
7476,Bird,1
7477,Elephant,4
7478,Tux,5
7479,Elephant,2
7480,Bird,5
7481,Whale,3
7482,Tux,1
7483,Bird,2
7484,Whale,4
7485,Elephant,4
7486,Elephant,1
7487,Elephant,1
7488,Tux,1
7489,Whale,4
7490,Elephant,1
7491,Bird,5
7492,Elephant,4
7493,Tux,5
7494,Elephant,5
7495,Bird,4
7496,Tux,4
7497,Bird,4
7498,Whale,2
7499,Bird,2
7500,Elephant,5
7501,Bird,5
7502,Bird,2
7503,Whale,3
7504,Whale,1
7505,Tux,3
7506,Bird,3
7507,Whale,5
7508,Whale,4
7509,Tux,3
7510,Bird,5
7511,Bird,2
7512,Tux,3
7513,Whale,4
7514,Tux,5
7515,Elephant,4
7516,Elephant,2
7517,Elephant,1
7518,Tux,3
7519,Tux,1
7520,Tux,5
7521,Tux,4
7522,Tux,2
7523,Tux,2
7524,Whale,1
7525,Whale,4
7526,Elephant,1
7527,Bird,2
7528,Elephant,1
7529,Tux,2
7530,Elephant,3
7531,Tux,4
7532,Tux,1
7533,Tux,2
7534,Whale,1
7535,Tux,1
7536,Whale,4
7537,Bird,3
7538,Tux,1
7539,Tux,3
7540,Whale,1
7541,Whale,1
7542,Bird,5
7543,Tux,2
7544,Bird,4
7545,Tux,2
7546,Tux,3
7547,Bird,3
7548,Tux,3
7549,Whale,1
7550,Bird,1
7551,Tux,3
7552,Whale,1
7553,Tux,1
7554,Tux,5
7555,Elephant,5
7556,Bird,1
7557,Elephant,1
7558,Elephant,5
7559,Elephant,2
7560,Whale,2
7561,Bird,4
7562,Elephant,5
7563,Elephant,1
7564,Whale,2
7565,Bird,1
7566,Whale,2
7567,Tux,5
7568,Tux,3
7569,Whale,1
7570,Elephant,5
7571,Tux,5
7572,Elephant,5
7573,Whale,2
7574,Elephant,3
7575,Whale,4
7576,Whale,4
7577,Bird,4
7578,Bird,5
7579,Whale,3
7580,Tux,1
7581,Whale,2
7582,Bird,2
7583,Bird,5
7584,Tux,4
7585,Tux,1
7586,Bird,3
7587,Tux,5
7588,Tux,3
7589,Bird,5
7590,Bird,1
7591,Tux,3
7592,Whale,3
7593,Bird,3
7594,Tux,2
7595,Bird,1
7596,Whale,1
7597,Whale,3
7598,Elephant,5
7599,Elephant,2
7600,Elephant,5
7601,Whale,4
7602,Elephant,4
7603,Tux,5
7604,Elephant,3
7605,Bird,1
7606,Whale,5
7607,Elephant,2
7608,Whale,4
7609,Elephant,2
7610,Tux,3
7611,Tux,3
7612,Tux,2
7613,Elephant,3
7614,Bird,4
7615,Bird,4
7616,Bird,2
7617,Elephant,2
7618,Elephant,3
7619,Whale,5
7620,Whale,1
7621,Bird,2
7622,Bird,4
7623,Elephant,4
7624,Tux,2
7625,Elephant,4
7626,Tux,1
7627,Tux,2
7628,Tux,1
7629,Whale,2
7630,Elephant,5
7631,Tux,2
7632,Bird,4
7633,Elephant,1
7634,Tux,5
7635,Whale,3
7636,Whale,1
7637,Tux,3
7638,Tux,3
7639,Tux,5
7640,Bird,1
7641,Tux,4
7642,Whale,4
7643,Tux,3
7644,Whale,1
7645,Elephant,4
7646,Bird,1
7647,Elephant,2
7648,Bird,3
7649,Tux,1
7650,Bird,1
7651,Elephant,1
7652,Whale,3
7653,Tux,3
7654,Tux,5
7655,Whale,3
7656,Whale,3
7657,Elephant,2
7658,Tux,5
7659,Elephant,2
7660,Tux,5
7661,Whale,2
7662,Tux,1
7663,Elephant,3
7664,Bird,2
7665,Bird,1
7666,Tux,4
7667,Whale,1
7668,Elephant,2
7669,Bird,2
7670,Elephant,4
7671,Elephant,4
7672,Tux,5
7673,Whale,3
7674,Bird,1
7675,Whale,3
7676,Elephant,1
7677,Whale,4
7678,Tux,2
7679,Bird,1
7680,Whale,4
7681,Bird,2
7682,Bird,1
7683,Bird,5
7684,Whale,2
7685,Tux,5
7686,Whale,5
7687,Whale,1
7688,Tux,3
7689,Whale,4
7690,Whale,1
7691,Bird,5
7692,Whale,5
7693,Tux,5
7694,Whale,3
7695,Whale,4
7696,Bird,5
7697,Bird,3
7698,Whale,4
7699,Elephant,3
7700,Whale,5
7701,Bird,5
7702,Bird,5
7703,Bird,1
7704,Elephant,5
7705,Bird,5
7706,Whale,2
7707,Bird,4
7708,Tux,5
7709,Whale,2
7710,Whale,2
7711,Whale,2
7712,Whale,2
7713,Whale,5
7714,Whale,1
7715,Tux,1
7716,Tux,3
7717,Tux,4
7718,Bird,5
7719,Elephant,5
7720,Elephant,2
7721,Tux,2
7722,Whale,1
7723,Bird,1
7724,Bird,3
7725,Tux,5
7726,Whale,2
7727,Bird,4
7728,Whale,5
7729,Elephant,4
7730,Bird,4
7731,Bird,3
7732,Tux,1
7733,Bird,2
7734,Elephant,1
7735,Tux,3
7736,Elephant,5
7737,Elephant,3
7738,Elephant,5
7739,Bird,2
7740,Bird,1
7741,Whale,5
7742,Tux,5
7743,Bird,3
7744,Bird,2
7745,Elephant,3
7746,Elephant,4
7747,Bird,4
7748,Elephant,4
7749,Elephant,2
7750,Tux,3
7751,Whale,2
7752,Whale,5
7753,Whale,1
7754,Tux,4
7755,Elephant,2
7756,Whale,5
7757,Whale,3
7758,Elephant,3
7759,Whale,5
7760,Elephant,4
7761,Elephant,5
7762,Whale,4
7763,Whale,2
7764,Elephant,5
7765,Tux,3
7766,Elephant,3
7767,Whale,5
7768,Tux,3
7769,Tux,1
7770,Elephant,3
7771,Bird,2
7772,Bird,5
7773,Whale,1
7774,Elephant,5
7775,Tux,1
7776,Bird,2
7777,Whale,4
7778,Whale,1
7779,Tux,3
7780,Tux,4
7781,Tux,3
7782,Tux,3
7783,Bird,4
7784,Tux,5
7785,Whale,2
7786,Bird,3
7787,Bird,1
7788,Bird,2
7789,Bird,3
7790,Whale,3
7791,Bird,4
7792,Elephant,4
7793,Elephant,4
7794,Tux,5
7795,Elephant,3
7796,Whale,5
7797,Tux,1
7798,Bird,4
7799,Elephant,5
7800,Elephant,3
7801,Bird,4
7802,Bird,4
7803,Whale,4
7804,Elephant,3
7805,Tux,2
7806,Elephant,3
7807,Whale,4
7808,Elephant,3
7809,Tux,2
7810,Whale,5
7811,Whale,1
7812,Bird,1
7813,Elephant,1
7814,Elephant,3
7815,Elephant,5
7816,Elephant,4
7817,Bird,4
7818,Elephant,5
7819,Whale,3
7820,Elephant,4
7821,Whale,5
7822,Elephant,4
7823,Whale,5
7824,Elephant,2
7825,Whale,2
7826,Elephant,2
7827,Elephant,4
7828,Elephant,1
7829,Elephant,4
7830,Tux,4
7831,Tux,5
7832,Elephant,2
7833,Whale,4
7834,Bird,3
7835,Whale,1
7836,Tux,2
7837,Whale,1
7838,Bird,1
7839,Tux,5
7840,Bird,3
7841,Whale,4
7842,Elephant,4
7843,Elephant,2
7844,Whale,1
7845,Bird,1
7846,Elephant,1
7847,Tux,4
7848,Elephant,3
7849,Whale,1
7850,Tux,3
7851,Elephant,5
7852,Elephant,2
7853,Tux,5
7854,Whale,3
7855,Bird,4
7856,Whale,1
7857,Elephant,1
7858,Elephant,4
7859,Tux,5
7860,Elephant,5
7861,Tux,3
7862,Elephant,3
7863,Whale,3
7864,Elephant,1
7865,Whale,3
7866,Whale,3
7867,Whale,5
7868,Whale,2
7869,Whale,4
7870,Elephant,1
7871,Bird,3
7872,Elephant,5
7873,Tux,4
7874,Tux,1
7875,Bird,2
7876,Bird,1
7877,Elephant,1
7878,Bird,2
7879,Whale,4
7880,Bird,1
7881,Tux,2
7882,Bird,3
7883,Elephant,2
7884,Whale,3
7885,Tux,4
7886,Elephant,1
7887,Bird,4
7888,Bird,4
7889,Tux,5
7890,Tux,3
7891,Elephant,1
7892,Whale,3
7893,Whale,4
7894,Tux,4
7895,Whale,1
7896,Tux,3
7897,Elephant,2
7898,Tux,2
7899,Tux,2
7900,Whale,5
7901,Bird,3
7902,Tux,2
7903,Elephant,1
7904,Whale,2
7905,Elephant,2
7906,Tux,4
7907,Tux,3
7908,Elephant,4
7909,Elephant,1
7910,Bird,2
7911,Whale,2
7912,Whale,4
7913,Whale,1
7914,Whale,2
7915,Whale,4
7916,Bird,4
7917,Tux,1
7918,Bird,3
7919,Whale,2
7920,Elephant,4
7921,Elephant,4
7922,Whale,2
7923,Tux,4
7924,Whale,4
7925,Tux,3
7926,Tux,3
7927,Whale,2
7928,Elephant,5
7929,Tux,4
7930,Tux,3
7931,Elephant,1
7932,Bird,4
7933,Tux,2
7934,Whale,2
7935,Whale,5
7936,Bird,2
7937,Bird,2
7938,Elephant,4
7939,Tux,3
7940,Tux,1
7941,Whale,4
7942,Elephant,2
7943,Elephant,1
7944,Tux,1
7945,Tux,1
7946,Elephant,2
7947,Bird,2
7948,Elephant,1
7949,Elephant,5
7950,Whale,5
7951,Whale,4
7952,Whale,2
7953,Whale,3
7954,Bird,5
7955,Elephant,3
7956,Whale,3
7957,Bird,4
7958,Whale,3
7959,Tux,4
7960,Whale,2
7961,Elephant,5
7962,Bird,5
7963,Whale,5
7964,Whale,4
7965,Bird,3
7966,Tux,5
7967,Tux,2
7968,Elephant,4
7969,Bird,2
7970,Tux,4
7971,Whale,4
7972,Bird,2
7973,Tux,2
7974,Bird,5
7975,Elephant,4
7976,Tux,3
7977,Bird,5
7978,Bird,1
7979,Tux,2
7980,Whale,2
7981,Whale,3
7982,Elephant,1
7983,Tux,5
7984,Elephant,2
7985,Whale,1
7986,Whale,4
7987,Bird,5
7988,Tux,2
7989,Tux,3
7990,Tux,3
7991,Elephant,1
7992,Tux,3
7993,Tux,4
7994,Tux,2
7995,Bird,3
7996,Elephant,2
7997,Bird,1
7998,Whale,4
7999,Whale,4
8000,Tux,5
8001,Tux,3
8002,Tux,3
8003,Tux,1
8004,Whale,2
8005,Elephant,2
8006,Tux,3
8007,Bird,2
8008,Tux,2
8009,Whale,1
8010,Elephant,5
8011,Bird,1
8012,Bird,2
8013,Elephant,2
8014,Tux,2
8015,Whale,1
8016,Whale,4
8017,Elephant,3
8018,Whale,2
8019,Whale,5
8020,Tux,4
8021,Bird,2
8022,Whale,2
8023,Bird,1
8024,Tux,5
8025,Whale,1
8026,Tux,5
8027,Elephant,2
8028,Elephant,5
8029,Bird,1
8030,Whale,3
8031,Bird,2
8032,Bird,3
8033,Tux,5
8034,Bird,3
8035,Elephant,4
8036,Whale,3
8037,Tux,3
8038,Whale,3
8039,Tux,2
8040,Bird,2
8041,Elephant,4
8042,Whale,1
8043,Bird,5
8044,Tux,2
8045,Whale,2
8046,Bird,1
8047,Bird,1
8048,Bird,1
8049,Whale,3
8050,Whale,3
8051,Whale,4
8052,Elephant,5
8053,Elephant,1
8054,Bird,2
8055,Tux,1
8056,Whale,4
8057,Tux,1
8058,Bird,2
8059,Whale,5
8060,Tux,2
8061,Tux,3
8062,Elephant,5
8063,Elephant,3
8064,Bird,1
8065,Tux,5
8066,Whale,2
8067,Elephant,5
8068,Tux,2
8069,Elephant,4
8070,Tux,3
8071,Bird,1
8072,Bird,1
8073,Bird,3
8074,Elephant,1
8075,Whale,3
8076,Bird,5
8077,Elephant,2
8078,Whale,1
8079,Elephant,4
8080,Bird,1
8081,Whale,5
8082,Bird,2
8083,Tux,5
8084,Bird,1
8085,Elephant,4
8086,Tux,3
8087,Bird,1
8088,Elephant,2
8089,Tux,3
8090,Bird,2
8091,Tux,5
8092,Elephant,5
8093,Bird,3
8094,Whale,2
8095,Whale,4
8096,Elephant,2
8097,Whale,1
8098,Bird,4
8099,Whale,2
8100,Whale,5
8101,Bird,4
8102,Bird,5
8103,Whale,1
8104,Bird,4
8105,Bird,5
8106,Tux,4
8107,Whale,1
8108,Bird,1
8109,Elephant,5
8110,Bird,4
8111,Elephant,2
8112,Bird,2
8113,Whale,2
8114,Whale,2
8115,Tux,5
8116,Bird,4
8117,Tux,5
8118,Tux,3
8119,Bird,3
8120,Whale,3
8121,Elephant,3
8122,Whale,2
8123,Whale,2
8124,Whale,3
8125,Bird,1
8126,Whale,4
8127,Whale,4
8128,Whale,4
8129,Tux,4
8130,Bird,4
8131,Whale,1
8132,Whale,5
8133,Whale,4
8134,Elephant,4
8135,Tux,2
8136,Whale,4
8137,Bird,3
8138,Tux,3
8139,Tux,1
8140,Elephant,3
8141,Elephant,4
8142,Tux,2
8143,Whale,4
8144,Elephant,2
8145,Bird,3
8146,Bird,2
8147,Elephant,5
8148,Bird,1
8149,Elephant,1
8150,Elephant,2
8151,Elephant,2
8152,Elephant,3
8153,Bird,3
8154,Tux,5
8155,Bird,1
8156,Whale,2
8157,Whale,3
8158,Whale,2
8159,Tux,5
8160,Whale,5
8161,Whale,4
8162,Elephant,3
8163,Bird,5
8164,Bird,4
8165,Bird,4
8166,Elephant,5
8167,Bird,3
8168,Tux,4
8169,Elephant,1
8170,Bird,5
8171,Tux,1
8172,Whale,4
8173,Elephant,1
8174,Tux,1
8175,Elephant,3
8176,Tux,2
8177,Elephant,4
8178,Tux,3
8179,Whale,4
8180,Tux,5
8181,Elephant,3
8182,Bird,4
8183,Whale,1
8184,Tux,4
8185,Bird,2
8186,Bird,5
8187,Elephant,2
8188,Tux,2
8189,Elephant,3
8190,Elephant,3
8191,Bird,1
8192,Whale,2
8193,Tux,4
8194,Bird,1
8195,Elephant,1
8196,Whale,1
8197,Tux,1
8198,Tux,2
8199,Elephant,5
8200,Elephant,2
8201,Bird,5
8202,Bird,2
8203,Bird,2
8204,Whale,4
8205,Elephant,1
8206,Bird,3
8207,Elephant,2
8208,Tux,4
8209,Bird,5
8210,Tux,3
8211,Whale,5
8212,Elephant,1
8213,Elephant,1
8214,Whale,5
8215,Bird,2
8216,Elephant,5
8217,Tux,5
8218,Elephant,3
8219,Whale,1
8220,Whale,1
8221,Elephant,4
8222,Bird,4
8223,Elephant,5
8224,Bird,3
8225,Bird,5
8226,Elephant,3
8227,Tux,2
8228,Whale,3
8229,Tux,1
8230,Bird,3
8231,Whale,4
8232,Elephant,5
8233,Tux,1
8234,Tux,2
8235,Bird,5
8236,Tux,2
8237,Elephant,5
8238,Bird,2
8239,Whale,2
8240,Elephant,1
8241,Bird,1
8242,Elephant,3
8243,Tux,3
8244,Elephant,3
8245,Tux,2
8246,Whale,1
8247,Bird,1
8248,Elephant,1
8249,Tux,4
8250,Whale,5
8251,Elephant,5
8252,Tux,2
8253,Whale,5
8254,Whale,4
8255,Elephant,3
8256,Whale,4
8257,Tux,1
8258,Elephant,4
8259,Bird,1
8260,Elephant,4
8261,Tux,1
8262,Elephant,1
8263,Bird,2
8264,Tux,5
8265,Elephant,5
8266,Tux,3
8267,Elephant,3
8268,Whale,4
8269,Whale,4
8270,Bird,4
8271,Tux,1
8272,Bird,3
8273,Tux,1
8274,Bird,5
8275,Bird,2
8276,Tux,1
8277,Bird,5
8278,Elephant,5
8279,Tux,4
8280,Bird,5
8281,Elephant,4
8282,Whale,4
8283,Bird,1
8284,Bird,3
8285,Bird,4
8286,Tux,1
8287,Tux,1
8288,Tux,5
8289,Tux,2
8290,Elephant,4
8291,Elephant,3
8292,Bird,2
8293,Tux,5
8294,Elephant,2
8295,Tux,5
8296,Elephant,3
8297,Elephant,1
8298,Tux,5
8299,Tux,5
8300,Elephant,3
8301,Whale,4
8302,Tux,5
8303,Bird,1
8304,Tux,3
8305,Whale,2
8306,Whale,4
8307,Tux,5
8308,Whale,1
8309,Tux,5
8310,Tux,4
8311,Bird,1
8312,Bird,2
8313,Whale,1
8314,Elephant,1
8315,Elephant,5
8316,Elephant,5
8317,Whale,2
8318,Whale,3
8319,Tux,2
8320,Elephant,1
8321,Whale,3
8322,Bird,3
8323,Elephant,5
8324,Whale,5
8325,Bird,4
8326,Whale,4
8327,Whale,5
8328,Tux,5
8329,Whale,5
8330,Tux,2
8331,Tux,4
8332,Tux,1
8333,Elephant,4
8334,Tux,5
8335,Elephant,5
8336,Bird,3
8337,Tux,2
8338,Whale,2
8339,Elephant,4
8340,Elephant,5
8341,Bird,2
8342,Tux,3
8343,Bird,4
8344,Elephant,4
8345,Bird,4
8346,Elephant,1
8347,Elephant,4
8348,Bird,1
8349,Tux,1
8350,Whale,1
8351,Tux,4
8352,Tux,3
8353,Tux,1
8354,Elephant,4
8355,Bird,2
8356,Tux,4
8357,Whale,5
8358,Bird,2
8359,Whale,1
8360,Whale,1
8361,Tux,2
8362,Tux,4
8363,Elephant,2
